quarter,year,city,cpi_index
Jun-1965,1965,Greater Brisbane,8.3
Jun-1965,1965,Greater Adelaide,8.2
Jun-1965,1965,Greater Perth,8.3
Jun-1965,1965,Greater Hobart,8.8
Jun-1965,1965,Australian Capital Territory,8.8
Sep-1965,1965,Australia,8.4
Sep-1965,1965,Greater Sydney,8.3
Sep-1965,1965,Greater Melbourne,8.6
Sep-1965,1965,Greater Brisbane,8.4
Sep-1965,1965,Greater Adelaide,8.3
Sep-1965,1965,Greater Perth,8.4
Sep-1965,1965,Greater Hobart,8.9
Sep-1965,1965,Australian Capital Territory,8.8
Dec-1965,1965,Australia,8.5
Dec-1965,1965,Greater Sydney,8.4
Dec-1965,1965,Greater Melbourne,8.8
Dec-1965,1965,Greater Brisbane,8.5
Dec-1965,1965,Greater Adelaide,8.4
Dec-1965,1965,Greater Perth,8.4
Dec-1965,1965,Greater Hobart,9.0
Dec-1965,1965,Australian Capital Territory,8.9
Mar-1966,1966,Australia,8.6
Mar-1966,1966,Greater Sydney,8.4
Mar-1966,1966,Greater Melbourne,8.8
Mar-1966,1966,Greater Brisbane,8.6
Mar-1966,1966,Greater Adelaide,8.4
Mar-1966,1966,Greater Perth,8.5
Mar-1966,1966,Greater Hobart,8.9
Mar-1966,1966,Australian Capital Territory,8.9
Jun-1966,1966,Australia,8.6
Jun-1966,1966,Greater Sydney,8.4
Jun-1966,1966,Greater Melbourne,8.8
Jun-1966,1966,Greater Brisbane,8.7
Jun-1966,1966,Greater Adelaide,8.6
Jun-1966,1966,Greater Perth,8.7
Jun-1966,1966,Greater Hobart,9.0
Jun-1966,1966,Australian Capital Territory,8.9
Sep-1966,1966,Australia,8.6
Sep-1966,1966,Greater Sydney,8.5
Sep-1966,1966,Greater Melbourne,8.9
Sep-1966,1966,Greater Brisbane,8.7
Sep-1966,1966,Greater Adelaide,8.6
Sep-1966,1966,Greater Perth,8.7
Sep-1966,1966,Greater Hobart,9.0
Sep-1966,1966,Australian Capital Territory,9.0
Dec-1966,1966,Australia,8.7
Dec-1966,1966,Greater Sydney,8.5
Dec-1966,1966,Greater Melbourne,8.9
Dec-1966,1966,Greater Brisbane,8.8
Dec-1966,1966,Greater Adelaide,8.7
Dec-1966,1966,Greater Perth,8.8
Dec-1966,1966,Greater Hobart,9.0
Dec-1966,1966,Australian Capital Territory,9.0
Mar-1967,1967,Australia,8.8
Mar-1967,1967,Greater Sydney,8.6
Mar-1967,1967,Greater Melbourne,9.0
Mar-1967,1967,Greater Brisbane,8.8
Mar-1967,1967,Greater Adelaide,8.7
Mar-1967,1967,Greater Perth,8.9
Mar-1967,1967,Greater Hobart,9.2
Mar-1967,1967,Australian Capital Territory,9.1
Jun-1967,1967,Australia,8.9
Jun-1967,1967,Greater Sydney,8.7
Jun-1967,1967,Greater Melbourne,9.2
Jun-1967,1967,Greater Brisbane,8.9
Jun-1967,1967,Greater Adelaide,8.8
Jun-1967,1967,Greater Perth,9.0
Jun-1967,1967,Greater Hobart,9.3
Jun-1967,1967,Australian Capital Territory,9.2
Sep-1967,1967,Australia,9.0
Sep-1967,1967,Greater Sydney,8.8
Sep-1967,1967,Greater Melbourne,9.3
Sep-1967,1967,Greater Brisbane,9.0
Sep-1967,1967,Greater Adelaide,8.9
Sep-1967,1967,Greater Perth,9.0
Sep-1967,1967,Greater Hobart,9.5
Sep-1967,1967,Australian Capital Territory,9.3
Dec-1967,1967,Australia,9.0
Dec-1967,1967,Greater Sydney,8.8
Dec-1967,1967,Greater Melbourne,9.3
Dec-1967,1967,Greater Brisbane,9.0
Dec-1967,1967,Greater Adelaide,8.9
Dec-1967,1967,Greater Perth,9.1
Dec-1967,1967,Greater Hobart,9.6
Dec-1967,1967,Australian Capital Territory,9.3
Mar-1968,1968,Australia,9.1
Mar-1968,1968,Greater Sydney,8.9
Mar-1968,1968,Greater Melbourne,9.3
Mar-1968,1968,Greater Brisbane,9.1
Mar-1968,1968,Greater Adelaide,8.9
Mar-1968,1968,Greater Perth,9.1
Mar-1968,1968,Greater Hobart,9.5
Mar-1968,1968,Australian Capital Territory,9.3
Jun-1968,1968,Australia,9.1
Jun-1968,1968,Greater Sydney,8.9
Jun-1968,1968,Greater Melbourne,9.4
Jun-1968,1968,Greater Brisbane,9.1
Jun-1968,1968,Greater Adelaide,9.0
Jun-1968,1968,Greater Perth,9.2
Jun-1968,1968,Greater Hobart,9.5
Jun-1968,1968,Australian Capital Territory,9.4
Sep-1968,1968,Australia,9.2
Sep-1968,1968,Greater Sydney,8.9
Sep-1968,1968,Greater Melbourne,9.4
Sep-1968,1968,Greater Brisbane,9.2
Sep-1968,1968,Greater Adelaide,9.0
Sep-1968,1968,Greater Perth,9.2
Sep-1968,1968,Greater Hobart,9.6
Sep-1968,1968,Australian Capital Territory,9.4
Dec-1968,1968,Australia,9.2
Dec-1968,1968,Greater Sydney,9.1
Dec-1968,1968,Greater Melbourne,9.5
Dec-1968,1968,Greater Brisbane,9.2
Dec-1968,1968,Greater Adelaide,9.1
Dec-1968,1968,Greater Perth,9.2
Dec-1968,1968,Greater Hobart,9.7
Dec-1968,1968,Australian Capital Territory,9.4
Mar-1969,1969,Australia,9.4
Mar-1969,1969,Greater Sydney,9.2
Mar-1969,1969,Greater Melbourne,9.5
Mar-1969,1969,Greater Brisbane,9.3
Mar-1969,1969,Greater Adelaide,9.2
Mar-1969,1969,Greater Perth,9.4
Mar-1969,1969,Greater Hobart,9.7
Mar-1969,1969,Australian Capital Territory,9.5
Jun-1969,1969,Australia,9.4
Jun-1969,1969,Greater Sydney,9.2
Jun-1969,1969,Greater Melbourne,9.6
Jun-1969,1969,Greater Brisbane,9.4
Jun-1969,1969,Greater Adelaide,9.2
Jun-1969,1969,Greater Perth,9.5
Jun-1969,1969,Greater Hobart,9.8
Jun-1969,1969,Australian Capital Territory,9.5
Sep-1969,1969,Australia,9.5
Sep-1969,1969,Greater Sydney,9.3
Sep-1969,1969,Greater Melbourne,9.7
Sep-1969,1969,Greater Brisbane,9.4
Sep-1969,1969,Greater Adelaide,9.3
Sep-1969,1969,Greater Perth,9.5
Sep-1969,1969,Greater Hobart,9.8
Sep-1969,1969,Australian Capital Territory,9.6
Dec-1969,1969,Australia,9.5
Dec-1969,1969,Greater Sydney,9.4
Dec-1969,1969,Greater Melbourne,9.7
Dec-1969,1969,Greater Brisbane,9.5
Dec-1969,1969,Greater Adelaide,9.3
Dec-1969,1969,Greater Perth,9.6
Dec-1969,1969,Greater Hobart,9.9
Dec-1969,1969,Australian Capital Territory,9.7
Mar-1970,1970,Australia,9.6
Mar-1970,1970,Greater Sydney,9.5
Mar-1970,1970,Greater Melbourne,9.8
Mar-1970,1970,Greater Brisbane,9.6
Mar-1970,1970,Greater Adelaide,9.4
Mar-1970,1970,Greater Perth,9.7
Mar-1970,1970,Greater Hobart,9.9
Mar-1970,1970,Australian Capital Territory,9.8
Jun-1970,1970,Australia,9.7
Jun-1970,1970,Greater Sydney,9.7
Jun-1970,1970,Greater Melbourne,9.9
Jun-1970,1970,Greater Brisbane,9.6
Jun-1970,1970,Greater Adelaide,9.5
Jun-1970,1970,Greater Perth,9.9
Jun-1970,1970,Greater Hobart,10.0
Jun-1970,1970,Australian Capital Territory,9.9
Sep-1970,1970,Australia,9.8
Sep-1970,1970,Greater Sydney,9.7
Sep-1970,1970,Greater Melbourne,9.9
Sep-1970,1970,Greater Brisbane,9.7
Sep-1970,1970,Greater Adelaide,9.5
Sep-1970,1970,Greater Perth,9.9
Sep-1970,1970,Greater Hobart,10.0
Sep-1970,1970,Australian Capital Territory,10.0
Dec-1970,1970,Australia,10.0
Dec-1970,1970,Greater Sydney,9.9
Dec-1970,1970,Greater Melbourne,10.1
Dec-1970,1970,Greater Brisbane,10.0
Dec-1970,1970,Greater Adelaide,9.7
Dec-1970,1970,Greater Perth,10.0
Dec-1970,1970,Greater Hobart,10.3
Dec-1970,1970,Australian Capital Territory,10.3
Mar-1971,1971,Australia,10.1
Mar-1971,1971,Greater Sydney,10.1
Mar-1971,1971,Greater Melbourne,10.2
Mar-1971,1971,Greater Brisbane,10.1
Mar-1971,1971,Greater Adelaide,9.8
Mar-1971,1971,Greater Perth,10.1
Mar-1971,1971,Greater Hobart,10.3
Mar-1971,1971,Australian Capital Territory,10.3
Jun-1971,1971,Australia,10.2
Jun-1971,1971,Greater Sydney,10.3
Jun-1971,1971,Greater Melbourne,10.3
Jun-1971,1971,Greater Brisbane,10.3
Jun-1971,1971,Greater Adelaide,10.0
Jun-1971,1971,Greater Perth,10.3
Jun-1971,1971,Greater Hobart,10.5
Jun-1971,1971,Australian Capital Territory,10.5
Sep-1971,1971,Australia,10.5
Sep-1971,1971,Greater Sydney,10.6
Sep-1971,1971,Greater Melbourne,10.5
Sep-1971,1971,Greater Brisbane,10.4
Sep-1971,1971,Greater Adelaide,10.1
Sep-1971,1971,Greater Perth,10.4
Sep-1971,1971,Greater Hobart,10.7
Sep-1971,1971,Australian Capital Territory,10.7
Dec-1971,1971,Australia,10.7
Dec-1971,1971,Greater Sydney,10.8
Dec-1971,1971,Greater Melbourne,10.7
Dec-1971,1971,Greater Brisbane,10.7
Dec-1971,1971,Greater Adelaide,10.3
Dec-1971,1971,Greater Perth,10.6
Dec-1971,1971,Greater Hobart,11.0
Dec-1971,1971,Australian Capital Territory,10.8
Mar-1972,1972,Australia,10.8
Mar-1972,1972,Greater Sydney,10.9
Mar-1972,1972,Greater Melbourne,10.8
Mar-1972,1972,Greater Brisbane,10.8
Mar-1972,1972,Greater Adelaide,10.4
Mar-1972,1972,Greater Perth,10.8
Mar-1972,1972,Greater Hobart,11.1
Mar-1972,1972,Australian Capital Territory,10.9
Jun-1972,1972,Australia,10.9
Jun-1972,1972,Greater Sydney,11.1
Jun-1972,1972,Greater Melbourne,11.0
Jun-1972,1972,Greater Brisbane,10.9
Jun-1972,1972,Greater Adelaide,10.5
Jun-1972,1972,Greater Perth,10.9
Jun-1972,1972,Greater Hobart,11.1
Jun-1972,1972,Australian Capital Territory,11.0
Sep-1972,1972,Australia,11.1
Sep-1972,1972,Greater Sydney,11.2
Sep-1972,1972,Greater Melbourne,11.1
Sep-1972,1972,Greater Brisbane,10.9
Sep-1972,1972,Greater Adelaide,10.7
Sep-1972,1972,Greater Perth,11.0
Sep-1972,1972,Greater Hobart,11.3
Sep-1972,1972,Australian Capital Territory,11.2
Dec-1972,1972,Australia,11.2
Dec-1972,1972,Greater Sydney,11.3
Dec-1972,1972,Greater Melbourne,11.2
Dec-1972,1972,Greater Brisbane,11.1
Dec-1972,1972,Greater Adelaide,10.8
Dec-1972,1972,Greater Perth,11.1
Dec-1972,1972,Greater Hobart,11.4
Dec-1972,1972,Australian Capital Territory,11.3
Mar-1973,1973,Australia,11.4
Mar-1973,1973,Greater Sydney,11.6
Mar-1973,1973,Greater Melbourne,11.5
Mar-1973,1973,Greater Brisbane,11.4
Mar-1973,1973,Greater Adelaide,11.0
Mar-1973,1973,Greater Perth,11.3
Mar-1973,1973,Greater Hobart,11.6
Mar-1973,1973,Australian Capital Territory,11.5
Jun-1973,1973,Australia,11.8
Jun-1973,1973,Greater Sydney,11.9
Jun-1973,1973,Greater Melbourne,11.9
Jun-1973,1973,Greater Brisbane,11.7
Jun-1973,1973,Greater Adelaide,11.4
Jun-1973,1973,Greater Perth,11.6
Jun-1973,1973,Greater Hobart,12.0
Jun-1973,1973,Australian Capital Territory,11.9
Sep-1973,1973,Australia,12.2
Sep-1973,1973,Greater Sydney,12.3
Sep-1973,1973,Greater Melbourne,12.3
Sep-1973,1973,Greater Brisbane,12.2
Sep-1973,1973,Greater Adelaide,11.8
Sep-1973,1973,Greater Perth,11.9
Sep-1973,1973,Greater Hobart,12.3
Sep-1973,1973,Australian Capital Territory,12.3
Dec-1973,1973,Australia,12.6
Dec-1973,1973,Greater Sydney,12.8
Dec-1973,1973,Greater Melbourne,12.7
Dec-1973,1973,Greater Brisbane,12.7
Dec-1973,1973,Greater Adelaide,12.3
Dec-1973,1973,Greater Perth,12.3
Dec-1973,1973,Greater Hobart,12.9
Dec-1973,1973,Australian Capital Territory,12.8
Mar-1974,1974,Australia,13.0
Mar-1974,1974,Greater Sydney,13.1
Mar-1974,1974,Greater Melbourne,13.0
Mar-1974,1974,Greater Brisbane,13.0
Mar-1974,1974,Greater Adelaide,12.6
Mar-1974,1974,Greater Perth,12.5
Mar-1974,1974,Greater Hobart,13.1
Mar-1974,1974,Australian Capital Territory,13.2
Jun-1974,1974,Australia,13.5
Jun-1974,1974,Greater Sydney,13.6
Jun-1974,1974,Greater Melbourne,13.6
Jun-1974,1974,Greater Brisbane,13.4
Jun-1974,1974,Greater Adelaide,13.2
Jun-1974,1974,Greater Perth,13.0
Jun-1974,1974,Greater Hobart,13.7
Jun-1974,1974,Australian Capital Territory,13.6
Sep-1974,1974,Australia,14.2
Sep-1974,1974,Greater Sydney,14.4
Sep-1974,1974,Greater Melbourne,14.3
Sep-1974,1974,Greater Brisbane,14.2
Sep-1974,1974,Greater Adelaide,13.8
Sep-1974,1974,Greater Perth,13.6
Sep-1974,1974,Greater Hobart,14.4
Sep-1974,1974,Australian Capital Territory,14.3
Dec-1974,1974,Australia,14.7
Dec-1974,1974,Greater Sydney,14.9
Dec-1974,1974,Greater Melbourne,14.7
Dec-1974,1974,Greater Brisbane,14.6
Dec-1974,1974,Greater Adelaide,14.4
Dec-1974,1974,Greater Perth,14.4
Dec-1974,1974,Greater Hobart,15.1
Dec-1974,1974,Australian Capital Territory,14.8
Mar-1975,1975,Australia,15.3
Mar-1975,1975,Greater Sydney,15.3
Mar-1975,1975,Greater Melbourne,15.4
Mar-1975,1975,Greater Brisbane,15.0
Mar-1975,1975,Greater Adelaide,15.1
Mar-1975,1975,Greater Perth,15.0
Mar-1975,1975,Greater Hobart,15.4
Mar-1975,1975,Australian Capital Territory,15.1
Jun-1975,1975,Australia,15.8
Jun-1975,1975,Greater Sydney,15.9
Jun-1975,1975,Greater Melbourne,15.9
Jun-1975,1975,Greater Brisbane,15.4
Jun-1975,1975,Greater Adelaide,15.6
Jun-1975,1975,Greater Perth,15.6
Jun-1975,1975,Greater Hobart,15.9
Jun-1975,1975,Australian Capital Territory,15.8
Sep-1975,1975,Australia,15.9
Sep-1975,1975,Greater Sydney,16.1
Sep-1975,1975,Greater Melbourne,15.9
Sep-1975,1975,Greater Brisbane,15.7
Sep-1975,1975,Greater Adelaide,15.5
Sep-1975,1975,Greater Perth,15.6
Sep-1975,1975,Greater Hobart,16.1
Sep-1975,1975,Australian Capital Territory,15.7
Dec-1975,1975,Australia,16.8
Dec-1975,1975,Greater Sydney,16.9
Dec-1975,1975,Greater Melbourne,16.9
Dec-1975,1975,Greater Brisbane,16.7
Dec-1975,1975,Greater Adelaide,16.3
Dec-1975,1975,Greater Perth,16.5
Dec-1975,1975,Greater Hobart,17.3
Dec-1975,1975,Australian Capital Territory,17.0
Mar-1976,1976,Australia,17.3
Mar-1976,1976,Greater Sydney,17.4
Mar-1976,1976,Greater Melbourne,17.3
Mar-1976,1976,Greater Brisbane,17.1
Mar-1976,1976,Greater Adelaide,16.9
Mar-1976,1976,Greater Perth,17.1
Mar-1976,1976,Greater Hobart,17.7
Mar-1976,1976,Australian Capital Territory,17.4
Jun-1976,1976,Australia,17.7
Jun-1976,1976,Greater Sydney,17.8
Jun-1976,1976,Greater Melbourne,17.8
Jun-1976,1976,Greater Brisbane,17.6
Jun-1976,1976,Greater Adelaide,17.4
Jun-1976,1976,Greater Perth,17.7
Jun-1976,1976,Greater Hobart,18.3
Jun-1976,1976,Australian Capital Territory,18.0
Sep-1976,1976,Australia,18.1
Sep-1976,1976,Greater Sydney,18.1
Sep-1976,1976,Greater Melbourne,18.2
Sep-1976,1976,Greater Brisbane,18.0
Sep-1976,1976,Greater Adelaide,17.9
Sep-1976,1976,Greater Perth,18.2
Sep-1976,1976,Greater Hobart,18.7
Sep-1976,1976,Australian Capital Territory,18.4
Dec-1976,1976,Australia,19.2
Dec-1976,1976,Greater Sydney,19.1
Dec-1976,1976,Greater Melbourne,19.3
Dec-1976,1976,Greater Brisbane,19.1
Dec-1976,1976,Greater Adelaide,19.1
Dec-1976,1976,Greater Perth,19.3
Dec-1976,1976,Greater Hobart,19.8
Dec-1976,1976,Australian Capital Territory,19.4
Mar-1977,1977,Australia,19.6
Mar-1977,1977,Greater Sydney,19.5
Mar-1977,1977,Greater Melbourne,19.8
Mar-1977,1977,Greater Brisbane,19.5
Mar-1977,1977,Greater Adelaide,19.5
Mar-1977,1977,Greater Perth,19.8
Mar-1977,1977,Greater Hobart,20.2
Mar-1977,1977,Australian Capital Territory,19.7
Jun-1977,1977,Australia,20.1
Jun-1977,1977,Greater Sydney,19.9
Jun-1977,1977,Greater Melbourne,20.4
Jun-1977,1977,Greater Brisbane,19.9
Jun-1977,1977,Greater Adelaide,19.9
Jun-1977,1977,Greater Perth,20.2
Jun-1977,1977,Greater Hobart,20.7
Jun-1977,1977,Australian Capital Territory,20.0
Sep-1977,1977,Australia,20.5
Sep-1977,1977,Greater Sydney,20.3
Sep-1977,1977,Greater Melbourne,20.8
Sep-1977,1977,Greater Brisbane,20.3
Sep-1977,1977,Greater Adelaide,20.4
Sep-1977,1977,Greater Perth,20.7
Sep-1977,1977,Greater Hobart,21.2
Sep-1977,1977,Australian Capital Territory,20.4
Dec-1977,1977,Australia,21.0
Dec-1977,1977,Greater Sydney,20.7
Dec-1977,1977,Greater Melbourne,21.2
Dec-1977,1977,Greater Brisbane,20.7
Dec-1977,1977,Greater Adelaide,20.9
Dec-1977,1977,Greater Perth,21.5
Dec-1977,1977,Greater Hobart,21.7
Dec-1977,1977,Australian Capital Territory,21.1
Mar-1978,1978,Australia,21.3
Mar-1978,1978,Greater Sydney,21.0
Mar-1978,1978,Greater Melbourne,21.5
Mar-1978,1978,Greater Brisbane,21.1
Mar-1978,1978,Greater Adelaide,21.1
Mar-1978,1978,Greater Perth,21.7
Mar-1978,1978,Greater Hobart,22.0
Mar-1978,1978,Australian Capital Territory,21.3
Jun-1978,1978,Australia,21.7
Jun-1978,1978,Greater Sydney,21.4
Jun-1978,1978,Greater Melbourne,22.0
Jun-1978,1978,Greater Brisbane,21.5
Jun-1978,1978,Greater Adelaide,21.5
Jun-1978,1978,Greater Perth,22.1
Jun-1978,1978,Greater Hobart,22.4
Jun-1978,1978,Australian Capital Territory,21.6
Sep-1978,1978,Australia,22.1
Sep-1978,1978,Greater Sydney,21.9
Sep-1978,1978,Greater Melbourne,22.4
Sep-1978,1978,Greater Brisbane,21.9
Sep-1978,1978,Greater Adelaide,22.0
Sep-1978,1978,Greater Perth,22.5
Sep-1978,1978,Greater Hobart,22.7
Sep-1978,1978,Australian Capital Territory,22.1
Dec-1978,1978,Australia,22.6
Dec-1978,1978,Greater Sydney,22.4
Dec-1978,1978,Greater Melbourne,22.8
Dec-1978,1978,Greater Brisbane,22.6
Dec-1978,1978,Greater Adelaide,22.3
Dec-1978,1978,Greater Perth,23.0
Dec-1978,1978,Greater Hobart,23.2
Dec-1978,1978,Australian Capital Territory,22.6
Mar-1979,1979,Australia,23.0
Mar-1979,1979,Greater Sydney,22.8
Mar-1979,1979,Greater Melbourne,23.2
Mar-1979,1979,Greater Brisbane,22.8
Mar-1979,1979,Greater Adelaide,22.7
Mar-1979,1979,Greater Perth,23.3
Mar-1979,1979,Greater Hobart,23.7
Mar-1979,1979,Australian Capital Territory,23.0
Jun-1979,1979,Australia,23.6
Jun-1979,1979,Greater Sydney,23.5
Jun-1979,1979,Greater Melbourne,23.8
Jun-1979,1979,Greater Brisbane,23.3
Jun-1979,1979,Greater Adelaide,23.3
Jun-1979,1979,Greater Perth,24.0
Jun-1979,1979,Greater Hobart,24.4
Jun-1979,1979,Australian Capital Territory,23.7
Sep-1979,1979,Australia,24.2
Sep-1979,1979,Greater Sydney,24.1
Sep-1979,1979,Greater Melbourne,24.5
Sep-1979,1979,Greater Brisbane,23.8
Sep-1979,1979,Greater Adelaide,23.7
Sep-1979,1979,Greater Perth,24.4
Sep-1979,1979,Greater Hobart,25.0
Sep-1979,1979,Australian Capital Territory,24.3
Dec-1979,1979,Australia,24.9
Dec-1979,1979,Greater Sydney,24.7
Dec-1979,1979,Greater Melbourne,25.1
Dec-1979,1979,Greater Brisbane,24.6
Dec-1979,1979,Greater Adelaide,24.6
Dec-1979,1979,Greater Perth,25.2
Dec-1979,1979,Greater Hobart,25.7
Dec-1979,1979,Australian Capital Territory,24.9
Mar-1980,1980,Australia,25.4
Mar-1980,1980,Greater Sydney,25.4
Mar-1980,1980,Greater Melbourne,25.5
Mar-1980,1980,Greater Brisbane,25.2
Mar-1980,1980,Greater Adelaide,25.1
Mar-1980,1980,Greater Perth,25.7
Mar-1980,1980,Greater Hobart,26.2
Mar-1980,1980,Australian Capital Territory,25.6
Jun-1980,1980,Australia,26.2
Jun-1980,1980,Greater Sydney,26.1
Jun-1980,1980,Greater Melbourne,26.3
Jun-1980,1980,Greater Brisbane,25.8
Jun-1980,1980,Greater Adelaide,25.8
Jun-1980,1980,Greater Perth,26.3
Jun-1980,1980,Greater Hobart,26.8
Jun-1980,1980,Australian Capital Territory,26.3
Sep-1980,1980,Australia,26.6
Sep-1980,1980,Greater Sydney,26.6
Sep-1980,1980,Greater Melbourne,26.8
Sep-1980,1980,Greater Brisbane,26.2
Sep-1980,1980,Greater Adelaide,26.1
Sep-1980,1980,Greater Perth,26.9
Sep-1980,1980,Greater Hobart,27.5
Sep-1980,1980,Greater Darwin,28.8
Sep-1980,1980,Australian Capital Territory,26.8
Dec-1980,1980,Australia,27.2
Dec-1980,1980,Greater Sydney,27.1
Dec-1980,1980,Greater Melbourne,27.4
Dec-1980,1980,Greater Brisbane,26.8
Dec-1980,1980,Greater Adelaide,26.7
Dec-1980,1980,Greater Perth,27.3
Dec-1980,1980,Greater Hobart,28.0
Dec-1980,1980,Greater Darwin,29.5
Dec-1980,1980,Australian Capital Territory,27.4
Mar-1981,1981,Australia,27.8
Mar-1981,1981,Greater Sydney,27.9
Mar-1981,1981,Greater Melbourne,28.0
Mar-1981,1981,Greater Brisbane,27.4
Mar-1981,1981,Greater Adelaide,27.4
Mar-1981,1981,Greater Perth,27.9
Mar-1981,1981,Greater Hobart,28.6
Mar-1981,1981,Greater Darwin,30.1
Mar-1981,1981,Australian Capital Territory,28.0
Jun-1981,1981,Australia,28.4
Jun-1981,1981,Greater Sydney,28.4
Jun-1981,1981,Greater Melbourne,28.6
Jun-1981,1981,Greater Brisbane,28.1
Jun-1981,1981,Greater Adelaide,28.1
Jun-1981,1981,Greater Perth,28.5
Jun-1981,1981,Greater Hobart,29.2
Jun-1981,1981,Greater Darwin,30.6
Jun-1981,1981,Australian Capital Territory,28.7
Sep-1981,1981,Australia,29.0
Sep-1981,1981,Greater Sydney,28.9
Sep-1981,1981,Greater Melbourne,29.3
Sep-1981,1981,Greater Brisbane,28.8
Sep-1981,1981,Greater Adelaide,28.7
Sep-1981,1981,Greater Perth,29.4
Sep-1981,1981,Greater Hobart,29.9
Sep-1981,1981,Greater Darwin,31.3
Sep-1981,1981,Australian Capital Territory,29.3
Dec-1981,1981,Australia,30.2
